Region,Year,Crimes_per_1000
GM1651,2017,25.9
GM1651,2018,26.1
GM1651,2019,NA
GM1652,2005,60.7
GM1652,2006,55.7
GM1652,2007,55
GM1652,2008,47.5
GM1652,2009,46.4
GM1652,2010,49.3
GM1652,2011,48.7
GM1652,2012,49.8
GM1652,2013,51
GM1652,2014,49.6
GM1652,2015,40.4
GM1652,2016,37
GM1652,2017,36.3
GM1652,2018,26.8
GM1652,2019,30.4
GM1655,2005,63.2
GM1655,2006,65.7
GM1655,2007,68.7
GM1655,2008,74.8
GM1655,2009,60.2
GM1655,2010,58.1
GM1655,2011,57.3
GM1655,2012,56.9
GM1655,2013,46.9
GM1655,2014,46.7
GM1655,2015,39.9
GM1655,2016,38.7
GM1655,2017,29.4
GM1655,2018,31.3
GM1655,2019,39
GM1658,2005,49.5
GM1658,2006,50.6
GM1658,2007,56.2
GM1658,2008,48
GM1658,2009,50.3
GM1658,2010,52.3
GM1658,2011,45.6
GM1658,2012,46.4
GM1658,2013,49.3
GM1658,2014,45.3
GM1658,2015,37
GM1658,2016,36.8
GM1658,2017,27.7
GM1658,2018,28.1
GM1658,2019,27.6
GM1659,2005,40.5
GM1659,2006,43.2
GM1659,2007,36.1
GM1659,2008,35.1
GM1659,2009,39.3
GM1659,2010,35
GM1659,2011,36.9
GM1659,2012,35.9
GM1659,2013,40.3
GM1659,2014,40.8
GM1659,2015,34.4
GM1659,2016,27
GM1659,2017,27.5
GM1659,2018,26.8
GM1659,2019,27.4
GM1663,2005,37.8
GM1663,2006,36.3
GM1663,2007,33.6
GM1663,2008,40.4
GM1663,2009,33.3
GM1663,2010,29.6
GM1663,2011,30.9
GM1663,2012,28.2
GM1663,2013,26.4
GM1663,2014,31.6
GM1663,2015,26.8
GM1663,2016,24.8
GM1663,2017,20.8
GM1663,2018,21.9
GM1663,2019,NA
GM1667,2005,44.5
GM1667,2006,55.8
GM1667,2007,51
GM1667,2008,50.1
GM1667,2009,42.3
GM1667,2010,44.8
GM1667,2011,47
GM1667,2012,40.2
GM1667,2013,40.3
GM1667,2014,32.1
GM1667,2015,36
GM1667,2016,29.3
GM1667,2017,28.4
GM1667,2018,25.2
GM1667,2019,26.6
GM1669,2005,49.8
GM1669,2006,46.5
GM1669,2007,46.2
GM1669,2008,43.7
GM1669,2009,39.6
GM1669,2010,38.9
GM1669,2011,43.7
GM1669,2012,43.3
GM1669,2013,37.6
GM1669,2014,35
GM1669,2015,31.3
GM1669,2016,34.8
GM1669,2017,30
GM1669,2018,27
GM1669,2019,28.3
GM1671,2005,54.4
GM1671,2006,44
GM1671,2007,46.4
GM1671,2008,46.1
GM1671,2009,41.8
GM1671,2010,50.2
GM1671,2011,43.8
GM1671,2012,40.8
GM1671,2013,38.8
GM1671,2014,38.6
GM1671,2015,NA
GM1671,2016,NA
GM1671,2017,NA
GM1671,2018,NA
GM1671,2019,NA
GM1672,2010,37.3
GM1672,2011,43
GM1672,2012,34.2
GM1672,2013,30.1
GM1672,2014,NA
GM1672,2015,NA
GM1672,2016,NA
GM1672,2017,NA
GM1672,2018,NA
GM1672,2019,NA
GM1674,2005,99
GM1674,2006,90.8
GM1674,2007,99
GM1674,2008,95.4
GM1674,2009,91.6
GM1674,2010,89.9
GM1674,2011,82
GM1674,2012,82.3
GM1674,2013,71
GM1674,2014,69.5
GM1674,2015,65.3
GM1674,2016,64.4
GM1674,2017,55.4
GM1674,2018,51
GM1674,2019,55.1
GM1676,2005,70.6
GM1676,2006,72
GM1676,2007,69.2
GM1676,2008,74
GM1676,2009,71.4
GM1676,2010,69.6
GM1676,2011,70.9
GM1676,2012,67.3
GM1676,2013,63.4
GM1676,2014,53.6
GM1676,2015,55.3
GM1676,2016,47.2
GM1676,2017,41
GM1676,2018,34.6
GM1676,2019,32.2
GM1680,2005,31.9
GM1680,2006,35
GM1680,2007,33.3
GM1680,2008,35
GM1680,2009,31.2
GM1680,2010,31.5
GM1680,2011,36.7
GM1680,2012,36.6
GM1680,2013,30.8
GM1680,2014,26.9
GM1680,2015,25.6
GM1680,2016,24.6
GM1680,2017,21.7
GM1680,2018,21.4
GM1680,2019,26.3
GM1681,2005,30.7
GM1681,2006,33.9
GM1681,2007,32.9
GM1681,2008,30.8
GM1681,2009,30.4
GM1681,2010,31.6
GM1681,2011,34
GM1681,2012,32.8
GM1681,2013,26.9
GM1681,2014,27
GM1681,2015,27.6
GM1681,2016,23.6
GM1681,2017,21.3
GM1681,2018,21.9
GM1681,2019,23.8
GM1684,2005,70.5
GM1684,2006,64.2
GM1684,2007,60.8
GM1684,2008,54.7
GM1684,2009,59.2
GM1684,2010,55.3
GM1684,2011,55.6
GM1684,2012,50.2
GM1684,2013,48.3
GM1684,2014,44.6
GM1684,2015,43.1
GM1684,2016,40.2
GM1684,2017,37.3
GM1684,2018,35
GM1684,2019,37.9
GM1685,2005,61.2
GM1685,2006,55.3
GM1685,2007,60.2
GM1685,2008,58.5
GM1685,2009,45.6
GM1685,2010,43.9
GM1685,2011,43.6
GM1685,2012,41.3
GM1685,2013,45.2
GM1685,2014,39.3
GM1685,2015,33.3
GM1685,2016,32.5
GM1685,2017,30.5
GM1685,2018,34.4
GM1685,2019,33.6
GM1690,2005,29.3
GM1690,2006,31.9
GM1690,2007,28.8
GM1690,2008,24.9
GM1690,2009,28.5
GM1690,2010,24
GM1690,2011,26.7
GM1690,2012,26
GM1690,2013,24.5
GM1690,2014,21.8
GM1690,2015,22.9
GM1690,2016,23.7
GM1690,2017,18.9
GM1690,2018,19.1
GM1690,2019,19.8
GM1695,2005,53.9
GM1695,2006,54.3
GM1695,2007,51.9
GM1695,2008,50.6
GM1695,2009,48.7
GM1695,2010,50.6
GM1695,2011,54.5
GM1695,2012,53.8
GM1695,2013,53.8
GM1695,2014,50.2
GM1695,2015,45.3
GM1695,2016,50.3
GM1695,2017,34.7
GM1695,2018,35.5
GM1695,2019,37.1
GM1696,2005,57.9
GM1696,2006,56.5
GM1696,2007,52.9
GM1696,2008,49
GM1696,2009,47.6
GM1696,2010,47.5
GM1696,2011,45.8
GM1696,2012,42.6
GM1696,2013,38
GM1696,2014,35.4
GM1696,2015,33.4
GM1696,2016,33.3
GM1696,2017,29.6
GM1696,2018,28.1
GM1696,2019,27.9
GM1699,2005,43.9
GM1699,2006,44.7
GM1699,2007,39.6
GM1699,2008,40.7
GM1699,2009,45.1
GM1699,2010,46.8
GM1699,2011,42.7
GM1699,2012,41.7
GM1699,2013,36.8
GM1699,2014,29.1
GM1699,2015,24.5
GM1699,2016,27.5
GM1699,2017,24
GM1699,2018,22.2
GM1699,2019,22.8
GM1700,2005,26.8
GM1700,2006,28.2
GM1700,2007,33.5
GM1700,2008,28
GM1700,2009,32.1
GM1700,2010,29.9
GM1700,2011,32.6
GM1700,2012,35
GM1700,2013,31.6
GM1700,2014,25.6
GM1700,2015,26.4
GM1700,2016,24.1
GM1700,2017,25.2
GM1700,2018,22.7
GM1700,2019,21.3
GM1701,2005,35.5
GM1701,2006,36.9
GM1701,2007,35.2
GM1701,2008,30.7
GM1701,2009,33
GM1701,2010,35.8
GM1701,2011,33
GM1701,2012,31.7
GM1701,2013,31.8
GM1701,2014,27.7
GM1701,2015,25.7
GM1701,2016,24.9
GM1701,2017,19.4
GM1701,2018,19.8
GM1701,2019,22.1
GM1702,2005,46.8
GM1702,2006,46.4
GM1702,2007,41.9
GM1702,2008,38.5
GM1702,2009,27
GM1702,2010,30
GM1702,2011,26.9
GM1702,2012,27.3
GM1702,2013,33
GM1702,2014,27
GM1702,2015,20.1
GM1702,2016,21.9
GM1702,2017,18.7
GM1702,2018,20.6
GM1702,2019,24.1
GM1705,2005,44.7
GM1705,2006,41.2
GM1705,2007,41.1
GM1705,2008,38.5
GM1705,2009,38.3
GM1705,2010,41.4
GM1705,2011,41.9
GM1705,2012,43.4
GM1705,2013,38.3
GM1705,2014,30.1
GM1705,2015,26.8
GM1705,2016,27.8
GM1705,2017,26.2
GM1705,2018,23.4
GM1705,2019,24.2
GM1706,2005,56.5
GM1706,2006,50.5
GM1706,2007,53
GM1706,2008,43.2
GM1706,2009,45.8
GM1706,2010,46.4
GM1706,2011,46.8
GM1706,2012,50.3
GM1706,2013,47.1
GM1706,2014,45.4
GM1706,2015,41.8
GM1706,2016,43
GM1706,2017,37.6
GM1706,2018,38.6
GM1706,2019,39.5
GM1708,2005,44.1
GM1708,2006,48.6
GM1708,2007,46.4
GM1708,2008,43.9
GM1708,2009,47.1
GM1708,2010,45.3
GM1708,2011,47.7
GM1708,2012,44.7
GM1708,2013,38.5
GM1708,2014,36.2
GM1708,2015,37.9
GM1708,2016,38.6
GM1708,2017,32
GM1708,2018,30.8
GM1708,2019,34
GM1709,2005,69
GM1709,2006,65.7
GM1709,2007,58.9
GM1709,2008,56.4
GM1709,2009,63.7
GM1709,2010,59.1
GM1709,2011,56
GM1709,2012,63.1
GM1709,2013,60.6
GM1709,2014,50.9
GM1709,2015,47.3
GM1709,2016,44.8
GM1709,2017,37.8
GM1709,2018,36.9
GM1709,2019,38.9
GM1711,2005,74.2
GM1711,2006,66
GM1711,2007,73.1
GM1711,2008,61.7
GM1711,2009,55.3
GM1711,2010,53.5
GM1711,2011,56.5
GM1711,2012,58.5
GM1711,2013,52.8
GM1711,2014,47.6
GM1711,2015,45.3
GM1711,2016,39.6
GM1711,2017,36.5
GM1711,2018,36.6
GM1711,2019,37.1
GM1714,2005,59.6
GM1714,2006,50.9
GM1714,2007,55.4
GM1714,2008,53.7
GM1714,2009,56.1
GM1714,2010,57.3
GM1714,2011,59.1
GM1714,2012,50.6
GM1714,2013,44
GM1714,2014,39.5
GM1714,2015,36.9
GM1714,2016,33.2
GM1714,2017,31.8
GM1714,2018,35
GM1714,2019,32.8
GM1719,2005,47.2
GM1719,2006,44.7
GM1719,2007,43
GM1719,2008,44.1
GM1719,2009,44.5
GM1719,2010,40
GM1719,2011,38.9
GM1719,2012,42.8
GM1719,2013,37.3
GM1719,2014,35
GM1719,2015,35.9
GM1719,2016,29.5
GM1719,2017,27.8
GM1719,2018,24.5
GM1719,2019,27.6
GM1721,2005,49.4
GM1721,2006,48
GM1721,2007,45
GM1721,2008,46.5
GM1721,2009,45.1
GM1721,2010,41.5
GM1721,2011,43.2
GM1721,2012,43.6
GM1721,2013,44.5
GM1721,2014,39.4
GM1721,2015,39.3
GM1721,2016,34.9
GM1721,2017,29.3
GM1721,2018,26.8
GM1721,2019,31.6
GM1722,2005,22.6
GM1722,2006,21.7
GM1722,2007,24.1
GM1722,2008,30.5
GM1722,2009,20.6
GM1722,2010,20.6
GM1722,2011,27.6
GM1722,2012,22
GM1722,2013,24.6
GM1722,2014,21.6
GM1722,2015,20.3
GM1722,2016,20.2
GM1722,2017,13.9
GM1722,2018,15.3
GM1722,2019,NA
GM1723,2005,46.4
GM1723,2006,38.8
GM1723,2007,49.9
GM1723,2008,40.9
GM1723,2009,45.5
GM1723,2010,44
GM1723,2011,49.8
GM1723,2012,60.3
GM1723,2013,58
GM1723,2014,44.1
GM1723,2015,44.4
GM1723,2016,33.2
GM1723,2017,27.3
GM1723,2018,26.2
GM1723,2019,27.7
GM1724,2005,57.2
GM1724,2006,48.7
GM1724,2007,51.9
GM1724,2008,45
GM1724,2009,55.5
GM1724,2010,50.7
GM1724,2011,46.1
GM1724,2012,55.1
GM1724,2013,48
GM1724,2014,37.1
GM1724,2015,35.2
GM1724,2016,32.8
GM1724,2017,34.1
GM1724,2018,27.1
GM1724,2019,27.1
GM1728,2005,55.6
GM1728,2006,54
GM1728,2007,51.5
GM1728,2008,47.1
GM1728,2009,52.3
GM1728,2010,47.9
GM1728,2011,53.5
GM1728,2012,46.3
GM1728,2013,47.8
GM1728,2014,39.1
GM1728,2015,44.1
GM1728,2016,42.6
GM1728,2017,30.6
GM1728,2018,29.3
GM1728,2019,28.9
GM1729,2005,47.3
GM1729,2006,44.3
GM1729,2007,50.1
GM1729,2008,44.7
GM1729,2009,49.2
GM1729,2010,51.3
GM1729,2011,47.4
GM1729,2012,45.6
GM1729,2013,51
GM1729,2014,36.3
GM1729,2015,37.5
GM1729,2016,37.2
GM1729,2017,33.5
GM1729,2018,30.4
GM1729,2019,31.7
GM1730,2005,54.8
GM1730,2006,47.9
GM1730,2007,40.5
GM1730,2008,38.1
GM1730,2009,37.3
GM1730,2010,32.7
GM1730,2011,36.1
GM1730,2012,37.3
GM1730,2013,36
GM1730,2014,29
GM1730,2015,27
GM1730,2016,25.6
GM1730,2017,23.5
GM1730,2018,24.2
GM1730,2019,26.1
GM1731,2005,40
GM1731,2006,43.4
GM1731,2007,42.7
GM1731,2008,40.6
GM1731,2009,42.2
GM1731,2010,43.1
GM1731,2011,38.1
GM1731,2012,36.6
GM1731,2013,37.5
GM1731,2014,34.1
GM1731,2015,31.2
GM1731,2016,30.5
GM1731,2017,23.6
GM1731,2018,25.4
GM1731,2019,25.9
GM1734,2005,56.4
GM1734,2006,51.1
GM1734,2007,48.6
GM1734,2008,46.9
GM1734,2009,46.8
GM1734,2010,49.2
GM1734,2011,51.4
GM1734,2012,51.3
GM1734,2013,46.9
GM1734,2014,37.4
GM1734,2015,34.9
GM1734,2016,39.4
GM1734,2017,34.3
GM1734,2018,32
GM1734,2019,30.2
GM1735,2005,35.1
GM1735,2006,39.6
GM1735,2007,34.7
GM1735,2008,38.3
GM1735,2009,39.6
GM1735,2010,35.9
GM1735,2011,38.5
GM1735,2012,37.6
GM1735,2013,36.8
GM1735,2014,33.3
GM1735,2015,30
GM1735,2016,30
GM1735,2017,26.5
GM1735,2018,25.6
GM1735,2019,26.8
GM1740,2005,46.8
GM1740,2006,47.2
GM1740,2007,43.1
GM1740,2008,43.7
GM1740,2009,44.2
GM1740,2010,42.6
GM1740,2011,44.1
GM1740,2012,49.3
GM1740,2013,41.1
GM1740,2014,32.9
GM1740,2015,35.2
GM1740,2016,34.4
GM1740,2017,29.3
GM1740,2018,27.7
GM1740,2019,25
GM1742,2005,38.6
GM1742,2006,40.1
GM1742,2007,39.2
GM1742,2008,39.9
GM1742,2009,40.9
GM1742,2010,35.3
GM1742,2011,41.4
GM1742,2012,35.3
GM1742,2013,31.2
GM1742,2014,27.6
GM1742,2015,27.3
GM1742,2016,28.1
GM1742,2017,24.8
GM1742,2018,23.6
GM1742,2019,22.8
GM1771,2005,68.9
GM1771,2006,66
GM1771,2007,69.1
GM1771,2008,66.2
GM1771,2009,65.6
GM1771,2010,58.8
GM1771,2011,61.2
GM1771,2012,53.2
GM1771,2013,52.4
GM1771,2014,51.6
GM1771,2015,52.4
GM1771,2016,48.1
GM1771,2017,40
GM1771,2018,34.7
GM1771,2019,35.8
GM1773,2005,34
GM1773,2006,28.9
GM1773,2007,27.7
GM1773,2008,32.1
GM1773,2009,33.4
GM1773,2010,36.3
GM1773,2011,28
GM1773,2012,27.4
GM1773,2013,25.5
GM1773,2014,23.9
GM1773,2015,24.4
GM1773,2016,21.9
GM1773,2017,18.2
GM1773,2018,16.8
GM1773,2019,18.5
GM1774,2005,29.3
GM1774,2006,27.6
GM1774,2007,33.3
GM1774,2008,30.1
GM1774,2009,27.1
GM1774,2010,27.4
GM1774,2011,28.7
GM1774,2012,28.8
GM1774,2013,26.5
GM1774,2014,20.7
GM1774,2015,21.6
GM1774,2016,19.4
GM1774,2017,18.3
GM1774,2018,16.1
GM1774,2019,16.7
GM1783,2005,65
GM1783,2006,61.1
GM1783,2007,64.5
GM1783,2008,66.8
GM1783,2009,65.1
GM1783,2010,61.7
GM1783,2011,62.7
GM1783,2012,54.9
GM1783,2013,48.8
GM1783,2014,46.5
GM1783,2015,45.7
GM1783,2016,44.5
GM1783,2017,38
GM1783,2018,35.2
GM1783,2019,39.4
GM1842,2005,38.5
GM1842,2006,38.7
GM1842,2007,41.3
GM1842,2008,44
GM1842,2009,44.4
GM1842,2010,45.2
GM1842,2011,46.2
GM1842,2012,40.3
GM1842,2013,35.6
GM1842,2014,38
GM1842,2015,30.5
GM1842,2016,30.2
GM1842,2017,30.2
GM1842,2018,28.2
GM1842,2019,29
GM1859,2005,36.6
GM1859,2006,41.5
GM1859,2007,39.6
GM1859,2008,37.5
GM1859,2009,42.8
GM1859,2010,40.6
GM1859,2011,34.7
GM1859,2012,40.7
GM1859,2013,32.3
GM1859,2014,29.2
GM1859,2015,26.7
GM1859,2016,24.1
GM1859,2017,23.7
GM1859,2018,22.4
GM1859,2019,23.5
GM1876,2005,34.4
GM1876,2006,29.9
GM1876,2007,32.5
GM1876,2008,30.2
GM1876,2009,29.4
GM1876,2010,31
GM1876,2011,31.3
GM1876,2012,27.6
GM1876,2013,28.9
GM1876,2014,26.3
GM1876,2015,21.9
GM1876,2016,21.2
GM1876,2017,19.8
GM1876,2018,17.2
GM1876,2019,19.5
GM1883,2005,99.4
GM1883,2006,90
GM1883,2007,98.9
GM1883,2008,96.9
GM1883,2009,100.2
GM1883,2010,89.7
GM1883,2011,94
GM1883,2012,92.3
GM1883,2013,88
GM1883,2014,85.7
GM1883,2015,82.8
GM1883,2016,72.8
GM1883,2017,66.2
GM1883,2018,59.1
GM1883,2019,56.2
GM1884,2005,46.5
GM1884,2006,45.3
GM1884,2007,40.8
GM1884,2008,39.6
GM1884,2009,40.2
GM1884,2010,41.7
GM1884,2011,45.6
GM1884,2012,41.3
GM1884,2013,35.5
GM1884,2014,31.7
GM1884,2015,33.6
GM1884,2016,29.7
GM1884,2017,28.7
GM1884,2018,30.5
GM1884,2019,26.1
GM1891,2005,30.7
GM1891,2006,33.8
GM1891,2007,29.3
GM1891,2008,27.6
GM1891,2009,27.3
GM1891,2010,20.4
GM1891,2011,21.4
GM1891,2012,22.1
GM1891,2013,22.1
GM1891,2014,22.5
GM1891,2015,22
GM1891,2016,21
GM1891,2017,19.1
GM1891,2018,19.6
GM1891,2019,21.5
GM1892,2005,60.5
GM1892,2006,63.4
GM1892,2007,65.7
GM1892,2008,60.4
GM1892,2009,61
GM1892,2010,52.1
GM1892,2011,55.8
GM1892,2012,48.4
GM1892,2013,46.9
GM1892,2014,43.3
GM1892,2015,40.1
GM1892,2016,40.7
GM1892,2017,38.1
GM1892,2018,35.5
GM1892,2019,38.7
GM1894,2005,55.5
GM1894,2006,53.1
GM1894,2007,52
GM1894,2008,46.7
GM1894,2009,46.5
GM1894,2010,45.7
GM1894,2011,43
GM1894,2012,41.7
GM1894,2013,39.9
GM1894,2014,37.7
GM1894,2015,34.9
GM1894,2016,29.1
GM1894,2017,29.4
GM1894,2018,26.1
GM1894,2019,29.2
GM1895,2005,67.7
GM1895,2006,67.9
GM1895,2007,69.4
GM1895,2008,64.2
GM1895,2009,72.4
GM1895,2010,64.4
GM1895,2011,69.1
GM1895,2012,66.4
GM1895,2013,54.8
GM1895,2014,48.3
GM1895,2015,47.4
GM1895,2016,43.3
GM1895,2017,40.8
GM1895,2018,39
GM1895,2019,38.2
GM1896,2005,36.4
GM1896,2006,33.7
GM1896,2007,37.9
GM1896,2008,36.4
GM1896,2009,30.3
GM1896,2010,33
GM1896,2011,34.9
GM1896,2012,33.2
GM1896,2013,31.2
GM1896,2014,23.5
GM1896,2015,28.5
GM1896,2016,21.7
GM1896,2017,19.5
GM1896,2018,21.2
GM1896,2019,21.3
GM1900,2005,56
GM1900,2006,53
GM1900,2007,55.8
GM1900,2008,51.6
GM1900,2009,51.1
GM1900,2010,NA
GM1900,2011,47.6
GM1900,2012,44.2
GM1900,2013,44.7
GM1900,2014,40.1
GM1900,2015,41.6
GM1900,2016,37.1
GM1900,2017,32
GM1900,2018,34.2
GM1900,2019,35.1
GM1901,2005,63.1
GM1901,2006,64.7
GM1901,2007,61.4
GM1901,2008,64.9
GM1901,2009,58
GM1901,2010,NA
GM1901,2011,60.1
GM1901,2012,56.4
GM1901,2013,46.7
GM1901,2014,44.6
GM1901,2015,39.6
GM1901,2016,43.7
GM1901,2017,38.8
GM1901,2018,34.5
GM1901,2019,32.4
GM1903,2005,44.6
GM1903,2006,44
GM1903,2007,42.3
GM1903,2008,48.6
GM1903,2009,46.8
GM1903,2010,NA
GM1903,2011,44.4
GM1903,2012,45.8
GM1903,2013,44.7
GM1903,2014,39.8
GM1903,2015,33.7
GM1903,2016,31.4
GM1903,2017,32
GM1903,2018,32
GM1903,2019,31.6
GM1904,2005,80.4
GM1904,2006,80.5
GM1904,2007,72.6
GM1904,2008,77.5
GM1904,2009,65.3
GM1904,2010,NA
GM1904,2011,65.6
GM1904,2012,55.9
GM1904,2013,50.1
GM1904,2014,46.7
GM1904,2015,43.4
GM1904,2016,47.2
GM1904,2017,43
GM1904,2018,43.1
GM1904,2019,45.6
GM1908,2005,31.4
GM1908,2006,26.8
GM1908,2007,27.2
GM1908,2008,31
GM1908,2009,32.9
GM1908,2010,NA
GM1908,2011,26.1
GM1908,2012,27.2
GM1908,2013,27.4
GM1908,2014,20.8
GM1908,2015,23.7
GM1908,2016,20.4
GM1908,2017,NA
GM1908,2018,NA
GM1908,2019,NA
GM1911,2005,44.4
GM1911,2006,43.4
GM1911,2007,47.3
GM1911,2008,42.1
GM1911,2009,39.2
GM1911,2010,NA
GM1911,2011,NA
GM1911,2012,32.7
GM1911,2013,33
GM1911,2014,29.3
GM1911,2015,28.6
GM1911,2016,26.3
GM1911,2017,23.1
GM1911,2018,21.9
GM1911,2019,23.6
GM1916,2005,70.5
GM1916,2006,68.5
GM1916,2007,74.5
GM1916,2008,76.8
GM1916,2009,67.7
GM1916,2010,71.6
GM1916,2011,77.4
GM1916,2012,69.2
GM1916,2013,60
GM1916,2014,55.2
GM1916,2015,53.2
GM1916,2016,48.2
GM1916,2017,42.7
GM1916,2018,40.5
GM1916,2019,41.2
GM1921,2010,NA
GM1921,2011,NA
GM1921,2012,NA
GM1921,2013,NA
GM1921,2014,32.6
GM1921,2015,31.1
GM1921,2016,NA
GM1921,2017,NA
GM1921,2018,NA
GM1921,2019,NA
GM1924,2005,54.4
GM1924,2006,50.5
GM1924,2007,46.2
GM1924,2008,40.6
GM1924,2009,43.6
GM1924,2010,NA
GM1924,2011,NA
GM1924,2012,NA
GM1924,2013,37.8
GM1924,2014,36.1
GM1924,2015,33.6
GM1924,2016,30.4
GM1924,2017,25.7
GM1924,2018,24.8
GM1924,2019,27
GM1926,2005,47.7
GM1926,2006,49.8
GM1926,2007,52.5
GM1926,2008,58.3
GM1926,2009,55.3
GM1926,2010,53.9
GM1926,2011,52.1
GM1926,2012,53.1
GM1926,2013,42.4
GM1926,2014,36.6
GM1926,2015,35.2
GM1926,2016,35.6
GM1926,2017,32.2
GM1926,2018,27.1
GM1926,2019,30.5
GM1927,2005,25.8
GM1927,2006,26
GM1927,2007,25.8
GM1927,2008,24.1
GM1927,2009,23.5
GM1927,2010,NA
GM1927,2011,NA
GM1927,2012,NA
GM1927,2013,25.2
GM1927,2014,21.8
GM1927,2015,20.7
GM1927,2016,18.1
GM1927,2017,14.9
GM1927,2018,14.8
GM1927,2019,NA
GM1930,2005,80.5
GM1930,2006,82.3
GM1930,2007,91.6
GM1930,2008,87.7
GM1930,2009,84.4
GM1930,2010,NA
GM1930,2011,NA
GM1930,2012,NA
GM1930,2013,NA
GM1930,2014,NA
GM1930,2015,54.2
GM1930,2016,49
GM1930,2017,45.6
GM1930,2018,41.8
GM1930,2019,45.3
GM1931,2005,43.3
GM1931,2006,43.1
GM1931,2007,48
GM1931,2008,42.8
GM1931,2009,41.8
GM1931,2010,NA
GM1931,2011,NA
GM1931,2012,NA
GM1931,2013,NA
GM1931,2014,NA
GM1931,2015,29.3
GM1931,2016,27.8
GM1931,2017,25.8
GM1931,2018,19.8
GM1931,2019,22.9
GM1940,2005,42.3
GM1940,2006,43.9
GM1940,2007,45.6
GM1940,2008,42.1
GM1940,2009,41.4
GM1940,2010,NA
GM1940,2011,NA
GM1940,2012,NA
GM1940,2013,NA
GM1940,2014,NA
GM1940,2015,NA
GM1940,2016,33.5
GM1940,2017,27.8
GM1940,2018,24.6
GM1940,2019,26.4
GM1942,2005,84.3
GM1942,2006,80.9
GM1942,2007,84.6
GM1942,2008,82.5
GM1942,2009,76.4
GM1942,2010,NA
GM1942,2011,NA
GM1942,2012,NA
GM1942,2013,NA
GM1942,2014,NA
GM1942,2015,NA
GM1942,2016,53.5
GM1942,2017,48.7
GM1942,2018,50.8
GM1942,2019,53.2
GM1945,2005,49.6
GM1945,2006,49.6
GM1945,2007,47.1
GM1945,2008,48.1
GM1945,2009,42.3
GM1945,2010,NA
GM1945,2011,NA
GM1945,2012,NA
GM1945,2013,NA
GM1945,2014,NA
GM1945,2015,NA
GM1945,2016,34.6
GM1945,2017,29.4
GM1945,2018,28.2
GM1945,2019,32.4
GM1948,2010,NA
GM1948,2011,NA
GM1948,2012,NA
GM1948,2013,NA
GM1948,2014,NA
GM1948,2015,NA
GM1948,2016,NA
GM1948,2017,31.7
GM1948,2018,33.1
GM1948,2019,35.9
GM1949,2010,NA
GM1949,2011,NA
GM1949,2012,NA
GM1949,2013,NA
GM1949,2014,NA
GM1949,2015,NA
GM1949,2016,NA
GM1949,2017,NA
GM1949,2018,23.9
GM1949,2019,27.7
GM1950,2010,NA
GM1950,2011,NA
GM1950,2012,NA
GM1950,2013,NA
GM1950,2014,NA
GM1950,2015,NA
GM1950,2016,NA
GM1950,2017,NA
GM1950,2018,42.7
GM1950,2019,38.2
GM1952,2010,NA
GM1952,2011,NA
GM1952,2012,NA
GM1952,2013,NA
GM1952,2014,NA
GM1952,2015,NA
GM1952,2016,NA
GM1952,2017,NA
GM1952,2018,30.2
GM1952,2019,34.4
GM1954,2010,NA
GM1954,2011,NA
GM1954,2012,NA
GM1954,2013,NA
GM1954,2014,NA
GM1954,2015,NA
GM1954,2016,NA
GM1954,2017,NA
GM1954,2018,NA
GM1954,2019,31.4
GM1955,2005,40.7
GM1955,2006,46.5
GM1955,2007,46.7
GM1955,2008,47.6
GM1955,2009,50.9
GM1955,2010,46.3
GM1955,2011,39.7
GM1955,2012,38
GM1955,2013,36.7
GM1955,2014,34.2
GM1955,2015,33.2
GM1955,2016,36.9
GM1955,2017,28.5
GM1955,2018,25
GM1955,2019,24.7
GM1959,2010,NA
GM1959,2011,NA
GM1959,2012,NA
GM1959,2013,NA
GM1959,2014,NA
GM1959,2015,NA
GM1959,2016,NA
GM1959,2017,NA
GM1959,2018,NA
GM1959,2019,28.3
GM1960,2010,NA
GM1960,2011,NA
GM1960,2012,NA
GM1960,2013,NA
GM1960,2014,NA
GM1960,2015,NA
GM1960,2016,NA
GM1960,2017,NA
GM1960,2018,NA
GM1960,2019,30.7
GM1961,2010,NA
GM1961,2011,NA
GM1961,2012,NA
GM1961,2013,NA
GM1961,2014,NA
GM1961,2015,NA
GM1961,2016,NA
GM1961,2017,NA
GM1961,2018,NA
GM1961,2019,30.9
GM1963,2010,NA
GM1963,2011,NA
GM1963,2012,NA
GM1963,2013,NA
GM1963,2014,NA
GM1963,2015,NA
GM1963,2016,NA
GM1963,2017,NA
GM1963,2018,NA
GM1963,2019,22.6
GM1966,2010,NA
GM1966,2011,NA
GM1966,2012,NA
GM1966,2013,NA
GM1966,2014,NA
GM1966,2015,NA
GM1966,2016,NA
GM1966,2017,NA
GM1966,2018,NA
GM1966,2019,23.5
GM1969,2010,NA
GM1969,2011,NA
GM1969,2012,NA
GM1969,2013,NA
GM1969,2014,NA
GM1969,2015,NA
GM1969,2016,NA
GM1969,2017,NA
GM1969,2018,NA
GM1969,2019,20.9
GM1970,2010,NA
GM1970,2011,NA
GM1970,2012,NA
GM1970,2013,NA
GM1970,2014,NA
GM1970,2015,NA
GM1970,2016,NA
GM1970,2017,NA
GM1970,2018,NA
GM1970,2019,20.5
GM1978,2010,NA
GM1978,2011,NA
GM1978,2012,NA
GM1978,2013,NA
