Region,Year,Crimes_per_1000
GM0003,2005,55
GM0003,2006,52.7
GM0003,2007,53.2
GM0003,2008,51.5
GM0003,2009,50.2
GM0003,2010,50
GM0003,2011,54.8
GM0003,2012,44.5
GM0003,2013,42.1
GM0003,2014,41.3
GM0003,2015,37
GM0003,2016,39.7
GM0003,2017,34.5
GM0003,2018,36.4
GM0003,2019,41.8
GM0005,2005,36.3
GM0005,2006,34.7
GM0005,2007,35.7
GM0005,2008,38.9
GM0005,2009,35.7
GM0005,2010,31.4
GM0005,2011,35.1
GM0005,2012,28.7
GM0005,2013,22
GM0005,2014,25.1
GM0005,2015,24.6
GM0005,2016,19.1
GM0005,2017,16.6
GM0005,2018,14.6
GM0005,2019,NA
GM0007,2005,29.8
GM0007,2006,31.5
GM0007,2007,30.2
GM0007,2008,29.6
GM0007,2009,36.7
GM0007,2010,35.5
GM0007,2011,31.7
GM0007,2012,29.7
GM0007,2013,29.4
GM0007,2014,25
GM0007,2015,23.8
GM0007,2016,23
GM0007,2017,24.7
GM0007,2018,NA
GM0007,2019,NA
GM0009,2005,26.8
GM0009,2006,23
GM0009,2007,27.9
GM0009,2008,20.3
GM0009,2009,20.7
GM0009,2010,25.4
GM0009,2011,25.1
GM0009,2012,25.3
GM0009,2013,21.7
GM0009,2014,20.5
GM0009,2015,18.5
GM0009,2016,21.4
GM0009,2017,16.9
GM0009,2018,14.9
GM0009,2019,NA
GM0010,2005,50.9
GM0010,2006,53.6
GM0010,2007,59.2
GM0010,2008,55.5
GM0010,2009,53.1
GM0010,2010,56.1
GM0010,2011,46.6
GM0010,2012,46.6
GM0010,2013,39.5
GM0010,2014,39.3
GM0010,2015,39.9
GM0010,2016,44.9
GM0010,2017,40.3
GM0010,2018,38.1
GM0010,2019,39.8
GM0014,2005,111.5
GM0014,2006,116
GM0014,2007,113.2
GM0014,2008,107.1
GM0014,2009,111
GM0014,2010,104.3
GM0014,2011,97.4
GM0014,2012,94.5
GM0014,2013,94.8
GM0014,2014,84.5
GM0014,2015,82.1
GM0014,2016,82
GM0014,2017,68.3
GM0014,2018,64
GM0014,2019,59.1
GM0015,2005,28.3
GM0015,2006,29.3
GM0015,2007,26.4
GM0015,2008,24.7
GM0015,2009,28.2
GM0015,2010,25.2
GM0015,2011,24.8
GM0015,2012,26.8
GM0015,2013,26.3
GM0015,2014,21.4
GM0015,2015,18.4
GM0015,2016,17.9
GM0015,2017,12.8
GM0015,2018,16.8
GM0015,2019,NA
GM0017,2005,50.5
GM0017,2006,47.4
GM0017,2007,48.3
GM0017,2008,46
GM0017,2009,48.4
GM0017,2010,42.8
GM0017,2011,43.6
GM0017,2012,55.8
GM0017,2013,43.2
GM0017,2014,37.8
GM0017,2015,39.3
GM0017,2016,36.4
GM0017,2017,29.5
GM0017,2018,26.6
GM0017,2019,NA
GM0018,2005,71.6
GM0018,2006,67.7
GM0018,2007,67.9
GM0018,2008,68.7
GM0018,2009,72.2
GM0018,2010,61
GM0018,2011,62
GM0018,2012,53.8
GM0018,2013,56.5
GM0018,2014,48.6
GM0018,2015,45.1
GM0018,2016,41.5
GM0018,2017,34.5
GM0018,2018,NA
GM0018,2019,NA
GM0022,2005,47.5
GM0022,2006,47.9
GM0022,2007,48.8
GM0022,2008,39
GM0022,2009,44.2
GM0022,2010,45.6
GM0022,2011,48.5
GM0022,2012,38.8
GM0022,2013,34.2
GM0022,2014,35.6
GM0022,2015,31.7
GM0022,2016,33.1
GM0022,2017,26.8
GM0022,2018,21.9
GM0022,2019,NA
GM0024,2005,27.4
GM0024,2006,28.6
GM0024,2007,32.1
GM0024,2008,28.4
GM0024,2009,30.1
GM0024,2010,32.9
GM0024,2011,29.6
GM0024,2012,23.2
GM0024,2013,21.6
GM0024,2014,23.6
GM0024,2015,21.9
GM0024,2016,22.7
GM0024,2017,18.5
GM0024,2018,18.2
GM0024,2019,18.5
GM0025,2005,34.2
GM0025,2006,40.8
GM0025,2007,41.1
GM0025,2008,34.1
GM0025,2009,35.2
GM0025,2010,34.4
GM0025,2011,30.9
GM0025,2012,30.8
GM0025,2013,31.3
GM0025,2014,31.8
GM0025,2015,27.8
GM0025,2016,24.6
GM0025,2017,22.4
GM0025,2018,21.2
GM0025,2019,NA
GM0034,2005,85.1
GM0034,2006,85.4
GM0034,2007,89
GM0034,2008,85.6
GM0034,2009,72.5
GM0034,2010,74
GM0034,2011,76.5
GM0034,2012,75.1
GM0034,2013,78.2
GM0034,2014,68.3
GM0034,2015,60.5
GM0034,2016,57.3
GM0034,2017,50
GM0034,2018,49.3
GM0034,2019,50
GM0037,2005,72.5
GM0037,2006,77.5
GM0037,2007,62.2
GM0037,2008,76.8
GM0037,2009,72.4
GM0037,2010,65
GM0037,2011,65.7
GM0037,2012,60.9
GM0037,2013,51.8
GM0037,2014,41.3
GM0037,2015,45.4
GM0037,2016,36.9
GM0037,2017,34.5
GM0037,2018,30.8
GM0037,2019,35.5
GM0040,2005,33.2
GM0040,2006,25.3
GM0040,2007,29.1
GM0040,2008,31
GM0040,2009,35.8
GM0040,2010,30
GM0040,2011,30.6
GM0040,2012,25
GM0040,2013,26.1
GM0040,2014,23.3
GM0040,2015,20.5
GM0040,2016,22.7
GM0040,2017,19
GM0040,2018,NA
GM0040,2019,NA
GM0047,2005,62.8
GM0047,2006,66.4
GM0047,2007,66
GM0047,2008,77.6
GM0047,2009,80.5
GM0047,2010,61
GM0047,2011,58.5
GM0047,2012,62.5
GM0047,2013,56
GM0047,2014,44.6
GM0047,2015,42.4
GM0047,2016,39.4
GM0047,2017,32.3
GM0047,2018,37.1
GM0047,2019,39.1
GM0048,2005,66.6
GM0048,2006,62.9
GM0048,2007,53.3
GM0048,2008,56.8
GM0048,2009,51.6
GM0048,2010,57.2
GM0048,2011,54.4
GM0048,2012,50.7
GM0048,2013,44.9
GM0048,2014,43.3
GM0048,2015,61.2
GM0048,2016,67.5
GM0048,2017,45.1
GM0048,2018,NA
GM0048,2019,NA
GM0050,2005,68.6
GM0050,2006,63.7
GM0050,2007,59
GM0050,2008,57.4
GM0050,2009,50.6
GM0050,2010,58.9
GM0050,2011,51.1
GM0050,2012,48.8
GM0050,2013,51.6
GM0050,2014,48.2
GM0050,2015,34.6
GM0050,2016,44.4
GM0050,2017,33.4
GM0050,2018,32.6
GM0050,2019,34.4
GM0051,2010,43.9
GM0051,2011,40.9
GM0051,2012,34.7
GM0051,2013,33.6
GM0051,2014,NA
GM0051,2015,NA
GM0051,2016,NA
GM0051,2017,NA
GM0051,2018,NA
GM0051,2019,NA
GM0053,2005,33.3
GM0053,2006,33.7
GM0053,2007,32.6
GM0053,2008,38.3
GM0053,2009,29.5
GM0053,2010,26.3
GM0053,2011,24.3
GM0053,2012,22
GM0053,2013,21.8
GM0053,2014,20.2
GM0053,2015,17.6
GM0053,2016,18
GM0053,2017,14.5
GM0053,2018,14.7
GM0053,2019,NA
GM0055,2005,33.9
GM0055,2006,38.1
GM0055,2007,43.2
GM0055,2008,41.6
GM0055,2009,38.4
GM0055,2010,36.3
GM0055,2011,40.8
GM0055,2012,40
GM0055,2013,36.3
GM0055,2014,NA
GM0055,2015,NA
GM0055,2016,NA
GM0055,2017,NA
GM0055,2018,NA
GM0055,2019,NA
GM0056,2005,35.5
GM0056,2006,29.7
GM0056,2007,30.2
GM0056,2008,27.1
GM0056,2009,29
GM0056,2010,28.1
GM0056,2011,29.7
GM0056,2012,23
GM0056,2013,22.6
GM0056,2014,21.2
GM0056,2015,18.7
GM0056,2016,18.5
GM0056,2017,14.8
GM0056,2018,11.4
GM0056,2019,NA
GM0058,2005,45.6
GM0058,2006,42.1
GM0058,2007,48
GM0058,2008,43.3
GM0058,2009,32.8
GM0058,2010,30.5
GM0058,2011,34.5
GM0058,2012,32
GM0058,2013,27.6
GM0058,2014,33.2
GM0058,2015,24.4
GM0058,2016,24.8
GM0058,2017,20.5
GM0058,2018,21.1
GM0058,2019,NA
GM0059,2005,35.3
GM0059,2006,34.3
GM0059,2007,34.6
GM0059,2008,34.9
GM0059,2009,29.9
GM0059,2010,33.3
GM0059,2011,33.9
GM0059,2012,28.6
GM0059,2013,25.9
GM0059,2014,27.4
GM0059,2015,26.2
GM0059,2016,27.1
GM0059,2017,23.3
GM0059,2018,24.5
GM0059,2019,24.8
GM0060,2005,57.7
GM0060,2006,50.6
GM0060,2007,62.7
GM0060,2008,57.6
GM0060,2009,71.3
GM0060,2010,62.3
GM0060,2011,47.7
GM0060,2012,53.3
GM0060,2013,42
GM0060,2014,41.1
GM0060,2015,37
GM0060,2016,38.8
GM0060,2017,30.8
GM0060,2018,28.2
GM0060,2019,29.1
GM0063,2005,NA
GM0063,2006,20.6
GM0063,2007,27.7
GM0063,2008,31.7
GM0063,2009,26.9
GM0063,2010,26.4
GM0063,2011,28.9
GM0063,2012,27.9
GM0063,2013,26.3
GM0063,2014,22.1
GM0063,2015,23.3
GM0063,2016,25.3
GM0063,2017,17.1
GM0063,2018,NA
GM0063,2019,NA
GM0064,2010,51.4
GM0064,2011,NA
GM0064,2012,NA
GM0064,2013,NA
GM0064,2014,NA
GM0064,2015,NA
GM0064,2016,NA
GM0064,2017,NA
GM0064,2018,NA
GM0064,2019,NA
GM0070,2005,49.8
GM0070,2006,54.8
GM0070,2007,45
GM0070,2008,41.3
GM0070,2009,42.4
GM0070,2010,41.5
GM0070,2011,37.2
GM0070,2012,37.1
GM0070,2013,36.4
GM0070,2014,33.3
GM0070,2015,36.4
GM0070,2016,30.3
GM0070,2017,24
GM0070,2018,NA
GM0070,2019,NA
GM0072,2005,73.5
GM0072,2006,70.7
GM0072,2007,68.4
GM0072,2008,70.7
GM0072,2009,71.5
GM0072,2010,62.4
GM0072,2011,56.3
GM0072,2012,49.2
GM0072,2013,50.5
GM0072,2014,50.4
GM0072,2015,43.7
GM0072,2016,41.3
GM0072,2017,31.3
GM0072,2018,30.9
GM0072,2019,32.2
GM0074,2005,63.9
GM0074,2006,61.3
GM0074,2007,62.3
GM0074,2008,58.5
GM0074,2009,57.5
GM0074,2010,54.4
GM0074,2011,61
GM0074,2012,53.4
GM0074,2013,44.6
GM0074,2014,43
GM0074,2015,42.5
GM0074,2016,38.2
GM0074,2017,33.8
GM0074,2018,32.1
GM0074,2019,36.7
GM0079,2005,37.1
GM0079,2006,30
GM0079,2007,26.9
GM0079,2008,33
GM0079,2009,23.6
GM0079,2010,25.1
GM0079,2011,26.3
GM0079,2012,24.3
GM0079,2013,19.9
GM0079,2014,22.2
GM0079,2015,21
GM0079,2016,21.1
GM0079,2017,17.1
GM0079,2018,20.7
GM0079,2019,NA
GM0080,2005,101.2
GM0080,2006,95.6
GM0080,2007,100.4
GM0080,2008,105.2
GM0080,2009,93.6
GM0080,2010,93.2
GM0080,2011,95.3
GM0080,2012,90.4
GM0080,2013,89.6
GM0080,2014,80.6
GM0080,2015,77.4
GM0080,2016,70.2
GM0080,2017,60.4
GM0080,2018,57.6
GM0080,2019,52.8
GM0081,2005,29.8
GM0081,2006,24.9
GM0081,2007,30.4
GM0081,2008,32.6
GM0081,2009,30.9
GM0081,2010,31.9
GM0081,2011,31.2
GM0081,2012,39.7
GM0081,2013,29.4
GM0081,2014,30.9
GM0081,2015,21.8
GM0081,2016,21
GM0081,2017,16.8
GM0081,2018,NA
GM0081,2019,NA
GM0082,2010,58.9
GM0082,2011,45.7
GM0082,2012,39.7
GM0082,2013,41.4
GM0082,2014,NA
GM0082,2015,NA
GM0082,2016,NA
GM0082,2017,NA
GM0082,2018,NA
GM0082,2019,NA
GM0083,2010,26
GM0083,2011,NA
GM0083,2012,NA
GM0083,2013,NA
GM0083,2014,NA
GM0083,2015,NA
GM0083,2016,NA
GM0083,2017,NA
GM0083,2018,NA
GM0083,2019,NA
GM0085,2005,41.1
GM0085,2006,32.6
GM0085,2007,39.8
GM0085,2008,37.2
GM0085,2009,35.8
GM0085,2010,41.4
GM0085,2011,36.8
GM0085,2012,35.6
GM0085,2013,34.3
GM0085,2014,30.2
GM0085,2015,30.3
GM0085,2016,28.4
GM0085,2017,27.8
GM0085,2018,25.1
GM0085,2019,24.6
GM0086,2005,28.2
GM0086,2006,25.7
GM0086,2007,34.6
GM0086,2008,35.4
GM0086,2009,32
GM0086,2010,29.1
GM0086,2011,26
GM0086,2012,26.3
GM0086,2013,27.3
GM0086,2014,26.9
GM0086,2015,25.2
GM0086,2016,25.6
GM0086,2017,22.1
GM0086,2018,20.2
GM0086,2019,19.8
GM0088,2005,NA
GM0088,2006,NA
GM0088,2007,NA
GM0088,2008,NA
GM0088,2009,NA
GM0088,2010,NA
GM0088,2011,NA
GM0088,2012,NA
GM0088,2013,NA
GM0088,2014,NA
GM0088,2015,NA
GM0088,2016,NA
GM0088,2017,NA
GM0088,2018,NA
GM0088,2019,NA
GM0090,2005,63.3
GM0090,2006,59.9
GM0090,2007,60.2
GM0090,2008,57.3
GM0090,2009,55.1
GM0090,2010,54.9
GM0090,2011,56.3
GM0090,2012,53.1
GM0090,2013,53.2
GM0090,2014,50.4
GM0090,2015,45.3
GM0090,2016,41.1
GM0090,2017,39.8
GM0090,2018,42.8
GM0090,2019,41.4
GM0091,2010,68.3
GM0091,2011,NA
GM0091,2012,NA
GM0091,2013,NA
GM0091,2014,NA
GM0091,2015,NA
GM0091,2016,NA
GM0091,2017,NA
GM0091,2018,NA
GM0091,2019,NA
GM0093,2005,87.9
GM0093,2006,97.7
GM0093,2007,82.2
GM0093,2008,74.8
GM0093,2009,90.3
GM0093,2010,86
GM0093,2011,110.1
GM0093,2012,81.7
GM0093,2013,74
GM0093,2014,65.7
GM0093,2015,65.5
GM0093,2016,55.4
GM0093,2017,45.9
GM0093,2018,49.9
GM0093,2019,39.1
GM0096,2005,96.2
GM0096,2006,119.8
GM0096,2007,108.2
GM0096,2008,107.7
GM0096,2009,96
GM0096,2010,103.4
GM0096,2011,99.9
GM0096,2012,86
GM0096,2013,86.2
GM0096,2014,94.6
GM0096,2015,NA
GM0096,2016,NA
GM0096,2017,NA
GM0096,2018,NA
GM0096,2019,NA
GM0098,2005,36.2
GM0098,2006,38.1
GM0098,2007,44.4
GM0098,2008,43.1
GM0098,2009,38.8
GM0098,2010,42
GM0098,2011,40.9
GM0098,2012,39.2
GM0098,2013,37.9
GM0098,2014,32.8
GM0098,2015,37.1
GM0098,2016,32.4
GM0098,2017,26.6
GM0098,2018,28.5
GM0098,2019,32.8
GM0104,2010,38.2
GM0104,2011,NA
GM0104,2012,NA
GM0104,2013,NA
GM0104,2014,NA
GM0104,2015,NA
GM0104,2016,NA
GM0104,2017,NA
GM0104,2018,NA
GM0104,2019,NA
GM0106,2005,87.5
GM0106,2006,90.8
GM0106,2007,88.8
GM0106,2008,85.5
GM0106,2009,87.1
GM0106,2010,80.1
GM0106,2011,73.6
GM0106,2012,74.4
GM0106,2013,70.6
GM0106,2014,61.4
GM0106,2015,57.2
GM0106,2016,56
GM0106,2017,50.1
GM0106,2018,44.9
GM0106,2019,52.4
GM0109,2005,51.7
GM0109,2006,50
GM0109,2007,57.1
GM0109,2008,57.5
GM0109,2009,56.4
GM0109,2010,54.3
GM0109,2011,55.6
GM0109,2012,51.1
GM0109,2013,48
GM0109,2014,46.5
GM0109,2015,40.2
GM0109,2016,36.9
GM0109,2017,39
GM0109,2018,35.7
GM0109,2019,37.5
GM0114,2005,65.3
GM0114,2006,60.7
GM0114,2007,64
GM0114,2008,60
GM0114,2009,69
GM0114,2010,57.9
GM0114,2011,58.8
GM0114,2012,58.9
GM0114,2013,53
GM0114,2014,54.1
GM0114,2015,50.2
GM0114,2016,44.4
GM0114,2017,38.5
GM0114,2018,36.3
GM0114,2019,38.5
GM0118,2005,70.9
GM0118,2006,75.1
GM0118,2007,70.7
GM0118,2008,71.8
GM0118,2009,76.2
GM0118,2010,69.7
GM0118,2011,73.3
GM0118,2012,63.4
GM0118,2013,55.3
GM0118,2014,51.1
GM0118,2015,50.1
GM0118,2016,46
GM0118,2017,39.8
GM0118,2018,39.4
GM0118,2019,41.6
GM0119,2005,65.9
GM0119,2006,68.4
GM0119,2007,66.8
GM0119,2008,59.3
GM0119,2009,60.4
GM0119,2010,54.9
GM0119,2011,56.2
GM0119,2012,52.5
GM0119,2013,50
GM0119,2014,50.1
GM0119,2015,48.9
GM0119,2016,40.1
GM0119,2017,33.5
GM0119,2018,29.4
GM0119,2019,33.3
GM0140,2005,18.4
GM0140,2006,21.9
GM0140,2007,21.7
GM0140,2008,21
GM0140,2009,21.5
GM0140,2010,17.2
GM0140,2011,16.4
GM0140,2012,17.8
GM0140,2013,16.9
GM0140,2014,24.2
GM0140,2015,21.2
GM0140,2016,16.9
GM0140,2017,12
GM0140,2018,NA
GM0140,2019,NA
GM0141,2005,85.1
GM0141,2006,75.3
GM0141,2007,74.1
GM0141,2008,71.4
GM0141,2009,74.4
GM0141,2010,69
GM0141,2011,67.5
GM0141,2012,72
GM0141,2013,73
GM0141,2014,62
GM0141,2015,57
GM0141,2016,55.2
GM0141,2017,53.8
GM0141,2018,48.9
GM0141,2019,50.5
GM0147,2005,37.5
GM0147,2006,36.8
GM0147,2007,35.9
GM0147,2008,37.6
GM0147,2009,34.7
GM0147,2010,33.9
GM0147,2011,33.9
GM0147,2012,32.8
GM0147,2013,32.6
GM0147,2014,32.9
GM0147,2015,32.5
GM0147,2016,30
GM0147,2017,26.5
GM0147,2018,25
GM0147,2019,27.7
GM0148,2005,29.7
GM0148,2006,27.8
GM0148,2007,27.1
GM0148,2008,26.1
GM0148,2009,25.9
GM0148,2010,24.4
GM0148,2011,29.9
GM0148,2012,25.3
GM0148,2013,25.4
GM0148,2014,19.7
GM0148,2015,19.2
GM0148,2016,17.3
GM0148,2017,14.3
GM0148,2018,14.9
GM0148,2019,15.3
GM0150,2005,100.7
GM0150,2006,85.8
GM0150,2007,81.9
GM0150,2008,78.2
GM0150,2009,76
GM0150,2010,71.6
GM0150,2011,73.5
GM0150,2012,71.9
GM0150,2013,68.6
GM0150,2014,66
GM0150,2015,57
GM0150,2016,56.4
GM0150,2017,50.4
GM0150,2018,47.4
GM0150,2019,46.8
GM0153,2005,98.3
GM0153,2006,90.2
GM0153,2007,89.8
GM0153,2008,93.7
GM0153,2009,92.5
GM0153,2010,92.2
GM0153,2011,90.4
GM0153,2012,91.3
GM0153,2013,89.6
GM0153,2014,78.5
GM0153,2015,70.1
GM0153,2016,69.6
GM0153,2017,60.9
GM0153,2018,56.8
GM0153,2019,56.9
GM0158,2005,44.1
GM0158,2006,43.2
GM0158,2007,41.4
GM0158,2008,37.4
GM0158,2009,38.3
GM0158,2010,41.3
GM0158,2011,40.8
GM0158,2012,40.5
GM0158,2013,36.1
GM0158,2014,33.6
GM0158,2015,25.5
GM0158,2016,25
GM0158,2017,22.9
GM0158,2018,25.2
GM0158,2019,25.7
GM0160,2005,50.4
GM0160,2006,46
GM0160,2007,46.1
GM0160,2008,47.3
GM0160,2009,48.5
GM0160,2010,43.4
GM0160,2011,44.6
GM0160,2012,42.2
GM0160,2013,38
GM0160,2014,34.7
GM0160,2015,31.8
GM0160,2016,28.2
GM0160,2017,26.5
GM0160,2018,27
GM0160,2019,27.6
GM0163,2005,36.7
GM0163,2006,36.6
GM0163,2007,34.2
GM0163,2008,35.2
GM0163,2009,35
GM0163,2010,32.8
GM0163,2011,34.5
GM0163,2012,32.7
GM0163,2013,28.1
GM0163,2014,24.4
GM0163,2015,23.6
GM0163,2016,21.6
GM0163,2017,20
GM0163,2018,21
GM0163,2019,19.4
GM0164,2005,71.1
GM0164,2006,67.2
GM0164,2007,69.6
GM0164,2008,65.6
GM0164,2009,65.6
GM0164,2010,66
GM0164,2011,72.4
GM0164,2012,67.9
GM0164,2013,68.5
GM0164,2014,60.5
GM0164,2015,59.5
GM0164,2016,57
GM0164,2017,50.6
GM0164,2018,50.1
GM0164,2019,46.6
GM0166,2005,52.7
GM0166,2006,53.9
GM0166,2007,51.4
GM0166,2008,50.5
GM0166,2009,49.9
GM0166,2010,43.2
GM0166,2011,43.4
GM0166,2012,40.2
GM0166,2013,37.9
GM0166,2014,35.7
GM0166,2015,34.1
GM0166,2016,35.4
GM0166,2017,28.1
GM0166,2018,32
GM0166,2019,32
GM0168,2005,40.3
GM0168,2006,38.6
GM0168,2007,40
GM0168,2008,39.5
GM0168,2009,40.8
GM0168,2010,36.6
GM0168,2011,40.9
GM0168,2012,34.8
GM0168,2013,37.8
GM0168,2014,31.3
GM0168,2015,30.5
GM0168,2016,29.7
GM0168,2017,25.5
GM0168,2018,22.8
GM0168,2019,26.3
GM0171,2005,47.1
GM0171,2006,49.7
GM0171,2007,54.8
GM0171,2008,52.3
GM0171,2009,47.6
GM0171,2010,46.1
GM0171,2011,44.6
GM0171,2012,41.4
GM0171,2013,39.5
GM0171,2014,34.8
GM0171,2015,31.7
GM0171,2016,36.5
GM0171,2017,36
GM0171,2018,33.7
GM0171,2019,36.8
GM0173,2005,57.2
GM0173,2006,56.2
GM0173,2007,52.3
GM0173,2008,49.5
GM0173,2009,57.3
GM0173,2010,54.3
GM0173,2011,52.5
GM0173,2012,49.5
GM0173,2013,46.5
GM0173,2014,39.9
GM0173,2015,43.2
GM0173,2016,37.7
GM0173,2017,31.7
GM0173,2018,32.2
GM0173,2019,32
GM0175,2005,49.9
GM0175,2006,45.5
GM0175,2007,42.5
GM0175,2008,46.3
GM0175,2009,43.8
GM0175,2010,42.7
GM0175,2011,43.2
GM0175,2012,35.2
GM0175,2013,38.8
GM0175,2014,36.1
GM0175,2015,30.3
GM0175,2016,35.4
GM0175,2017,24.1
GM0175,2018,27.3
GM0175,2019,29.1
GM0177,2005,39.9
GM0177,2006,35.3
GM0177,2007,31.8
GM0177,2008,32.4
GM0177,2009,29.1
GM0177,2010,30.5
GM0177,2011,33.1
GM0177,2012,28.4
GM0177,2013,29.1
GM0177,2014,23
GM0177,2015,22.5
GM0177,2016,24.3
GM0177,2017,19.9
GM0177,2018,18.4
GM0177,2019,18.8
GM0180,2005,31
GM0180,2006,31.2
GM0180,2007,31.2
GM0180,2008,33.5
GM0180,2009,30.6
GM0180,2010,30.1
GM0180,2011,30.8
GM0180,2012,30.1
GM0180,2013,27.3
GM0180,2014,24.6
GM0180,2015,25.1
GM0180,2016,23.4
GM0180,2017,20.1
GM0180,2018,19.7
GM0180,2019,21.2
GM0183,2005,30.6
GM0183,2006,29.2
GM0183,2007,27.6
GM0183,2008,23.8
GM0183,2009,23.4
GM0183,2010,26.4
GM0183,2011,25.3
GM0183,2012,21.7
GM0183,2013,23
GM0183,2014,20.7
GM0183,2015,17.5
GM0183,2016,15.7
GM0183,2017,15.6
GM0183,2018,15
GM0183,2019,14.6
GM0184,2005,35.7
GM0184,2006,40.8
GM0184,2007,47.7
GM0184,2008,43.9
GM0184,2009,38.5
GM0184,2010,41.1
GM0184,2011,33.9
GM0184,2012,33.6
GM0184,2013,32.5
GM0184,2014,29.6
GM0184,2015,25.7
GM0184,2016,22.9
GM0184,2017,20.5
GM0184,2018,20.1
GM0184,2019,19.4
GM0189,2005,33.6
GM0189,2006,36.8
GM0189,2007,31.4
GM0189,2008,34.3
GM0189,2009,35.8
GM0189,2010,33.2
GM0189,2011,32
GM0189,2012,32.7
GM0189,2013,28.7
GM0189,2014,25.4
GM0189,2015,25.7
GM0189,2016,23.8
GM0189,2017,22.4
GM0189,2018,21
GM0189,2019,22.9
GM0193,2005,100.9
GM0193,2006,98.9
GM0193,2007,88.7
GM0193,2008,87
GM0193,2009,81.9
GM0193,2010,81.6
GM0193,2011,77
GM0193,2012,77.3
GM0193,2013,72.9
GM0193,2014,63.8
GM0193,2015,60.4
GM0193,2016,53.4
GM0193,2017,49.2
GM0193,2018,49.8
GM0193,2019,50.5
GM0196,2005,31.7
GM0196,2006,27.1
GM0196,2007,28.6
GM0196,2008,28.2
GM0196,2009,27.7
GM0196,2010,30.3
GM0196,2011,28.3
GM0196,2012,30.9
GM0196,2013,24.9
GM0196,2014,23.9
GM0196,2015,28.5
GM0196,2016,21.8
GM0196,2017,21.3
GM0196,2018,NA
GM0196,2019,NA
GM0197,2005,34.4
GM0197,2006,39.1
GM0197,2007,39.3
GM0197,2008,39.3
GM0197,2009,33.2
GM0197,2010,32.9
GM0197,2011,28.2
GM0197,2012,25.6
GM0197,2013,25.3
GM0197,2014,25.4
GM0197,2015,22.9
GM0197,2016,23.6
GM0197,2017,19.6
GM0197,2018,18.7
GM0197,2019,21.4
GM0200,2005,96.7
GM0200,2006,90.8
GM0200,2007,85.6
GM0200,2008,75.6
GM0200,2009,78
GM0200,2010,75
GM0200,2011,78.3
GM0200,2012,74.8
GM0200,2013,68.8
GM0200,2014,64.5
GM0200,2015,56.4
GM0200,2016,52.2
GM0200,2017,46
GM0200,2018,44.9
GM0200,2019,44.4
GM0202,2005,124.2
GM0202,2006,121
GM0202,2007,122.6
GM0202,2008,118.7
GM0202,2009,118.7
GM0202,2010,114
GM0202,2011,112.4
GM0202,2012,101.9
GM0202,2013,96.1
GM0202,2014,92.2
GM0202,2015,82.9
GM0202,2016,82.5
GM0202,2017,74
GM0202,2018,68.4
GM0202,2019,74
GM0203,2005,62
GM0203,2006,60.3
GM0203,2007,54.9
GM0203,2008,53
GM0203,2009,50
GM0203,2010,49.7
GM0203,2011,51.2
GM0203,2012,46.4
GM0203,2013,45.8
GM0203,2014,40.9
GM0203,2015,39.7
GM0203,2016,37.4
GM0203,2017,30.4
GM0203,2018,30.5
GM0203,2019,30.3
GM0209,2005,60.9
GM0209,2006,60.8
GM0209,2007,58
GM0209,2008,55.1
GM0209,2009,65.1
GM0209,2010,56.4
GM0209,2011,49.6
GM0209,2012,47.1
GM0209,2013,44.1
GM0209,2014,40.8
GM0209,2015,36.1
GM0209,2016,35.1
GM0209,2017,34.8
GM0209,2018,30.2
GM0209,2019,34.2
GM0213,2005,73.7
GM0213,2006,65.5
GM0213,2007,66.4
GM0213,2008,66.9
GM0213,2009,62.3
GM0213,2010,54.5
GM0213,2011,55
GM0213,2012,47.4
GM0213,2013,49.5
GM0213,2014,36.2
GM0213,2015,35.6
GM0213,2016,29.9
GM0213,2017,26.5
GM0213,2018,25
GM0213,2019,28.8
GM0214,2005,42.3
GM0214,2006,39.5
GM0214,2007,41.4
GM0214,2008,37.2
GM0214,2009,35.1
GM0214,2010,33.2
GM0214,2011,37.1
GM0214,2012,34.9
GM0214,2013,36.3
GM0214,2014,33.2
GM0214,2015,27.3
GM0214,2016,29.3
GM0214,2017,24.3
GM0214,2018,22.7
GM0214,2019,26.2
GM0216,2005,97.6
GM0216,2006,106.9
GM0216,2007,95
GM0216,2008,93.5
GM0216,2009,91.1
GM0216,2010,86
GM0216,2011,78.4
GM0216,2012,75.5
GM0216,2013,68.1
GM0216,2014,65.8
GM0216,2015,58.4
GM0216,2016,59.2
GM0216,2017,49.5
GM0216,2018,34
GM0216,2019,36.9
GM0221,2005,68.4
GM0221,2006,62.8
GM0221,2007,54.4
GM0221,2008,65.1
GM0221,2009,65.5
GM0221,2010,56.7
GM0221,2011,62.4
GM0221,2012,49.9
GM0221,2013,47.8
GM0221,2014,43.2
GM0221,2015,48.3
GM0221,2016,43.8
GM0221,2017,36.4
GM0221,2018,33.1
GM0221,2019,30.8
GM0222,2005,73.1
GM0222,2006,73.4
GM0222,2007,70.3
GM0222,2008,63
GM0222,2009,71.6
GM0222,2010,72.7
GM0222,2011,65.6
GM0222,2012,58.6
GM0222,2013,56.4
GM0222,2014,51
GM0222,2015,46.2
GM0222,2016,41.4
GM0222,2017,38.2
GM0222,2018,37.4
GM0222,2019,40.3
GM0225,2005,54.2
GM0225,2006,54.8
GM0225,2007,45.8
GM0225,2008,46
GM0225,2009,42.6
GM0225,2010,33.2
GM0225,2011,37
GM0225,2012,38.5
